,Event,Record,Country,Continent,URL,id,latitude,longitude,genero,Alpha-2 code,Alpha-3 code,Numeric,Athlete,Records
6437,400 m hurdles,01:06.9,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Female,TZ,TZA,834.0,Thea Antony,66.9
6438,High jump,1.7,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Female,TZ,TZA,834.0,Adventina Matakyawa,1.7
6439,Long jump,5.64,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Female,TZ,TZA,834.0,Leticia Athanas,5.64
6440,Triple jump,10.8,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Female,TZ,TZA,834.0,Rose Seif,10.8
6441,Shot put,12.9,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Female,TZ,TZA,834.0,Catherine Nyamko,12.9
6442,Discus throw,35.9,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Female,TZ,TZA,834.0,Nancy Mtawali,35.9
6443,Javelin throw,42.2,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Female,TZ,TZA,834.0,Elizabeth Emanuel,42.2
6444,4 × 100 m relay,46.43,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Female,TZ,TZA,834.0,TanzaniaR. MfanyaM. MohamedP. CheriNzaeli Kyomo,46.43
6445,4 × 400 m relay,03:53.7,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Female,TZ,TZA,834.0,TanzaniaLwiza JohnPendo JaphetBlanka JamesB. Genatus,233.7
6446,100 m,10.23,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Male,TH,THA,764.0,Reanchai Seerhawong,10.23
6447,200 m,20.69,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Male,TH,THA,764.0,Reanchai Seeharwong,20.69
6448,400 m,46,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Male,TH,THA,764.0,Kunanon Sukkaew ,46.0
6449,800 m,01:48.5,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Male,TH,THA,764.0,Chern Srichudanu,108.5
6450,1500 m,03:46.2,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Male,TH,THA,764.0,Chern Srichudanu,226.2
6451,5000 m,14:10.6,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Male,TH,THA,764.0,Boonthung Srisung,850.6
6452,10000 m,29:29.6,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Male,TH,THA,764.0,Boonthung Srisung,1769.6
6453,Half marathon,1:07:17,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Male,TH,THA,764.0,Nattawut Innum,4037.0
6454,Marathon,2:19:33,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Male,TH,THA,764.0,Jirattikarn Boonma,8373.0
6455,110 m hurdles,13.61,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Male,TH,THA,764.0,Jamras Rittidet,13.61
6456,400 m hurdles,49.76,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Male,TH,THA,764.0,Chanond Keanchan,49.76
6457,3000 m steeplechase,08:52.5,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Male,TH,THA,764.0,Jirasak Sutthichart,532.5
6458,High jump,2.26,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Male,TH,THA,764.0,Pramote Poom-Urai,2.26
6459,Pole vault,5.55,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Male,TH,THA,764.0,Patsapong Amsam-Ang,5.55
6460,Long jump,8.05,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Male,TH,THA,764.0,Supanara Sukhasvasti,8.05
6461,Triple jump,16.66,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Male,TH,THA,764.0,Nattaporn Namkanha,16.66
6462,Shot put,18.2,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Male,TH,THA,764.0,Chatchawal Polyemg,18.2
6463,Discus throw,55.71,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Male,TH,THA,764.0,Vansavang Savatdee,55.71
6464,Hammer throw,67.56,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Male,TH,THA,764.0,Kittipong Boonmawan,67.56
6465,Javelin throw,76.98,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Male,TH,THA,764.0,Peerachet Jantra,76.98
6466,100 m,11.33,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Female,TH,THA,764.0,Supavadee Khawpeag,11.33
6467,200 m,23.3,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Female,TH,THA,764.0,Supavadee Khawpeag,23.3
6468,400 m,52.6,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Female,TH,THA,764.0,Noodang Phimphoo,52.6
6469,800 m,02:03.5,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Female,TH,THA,764.0,Sasithorn Chantanuhong,123.5
6470,1500 m,04:22.6,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Female,TH,THA,764.0,Sasithorn Chantanuhong,262.6
6471,3000 m,10:04.4,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Female,TH,THA,764.0,Saifon Piawong,604.4
6472,5000 m,17:09.6,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Female,TH,THA,764.0,Patcharee Chaitangsri,1029.6
6473,10000 m,34:46.6,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Female,TH,THA,764.0,Jane Vongvorachoti,2086.6
6474,Half marathon,1:15:24,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Female,TH,THA,764.0,Jane Vongvorachoti,4524.0
6475,Marathon,2:40:40,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Female,TH,THA,764.0,Jane Vongvorachoti,9640.0
6476,100 m hurdles,12.83,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Female,TH,THA,764.0,Trecia Roberts,12.83
6477,400 m hurdles,56.25,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Female,TH,THA,764.0,Reawadee Watanasin,56.25
6478,3000 m steeplechase,11:24.9,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Female,TH,THA,764.0,Sonthiya Saiwaew,684.9
6479,High jump,1.94,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Female,TH,THA,764.0,Noengrothai Chaipetch,1.94
6480,Pole vault,4.3,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Female,TH,THA,764.0,Sukanya Chomchuendee,4.3
6481,Long jump,6.41,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Female,TH,THA,764.0,Parinya Chuaimaroeng,6.41
6482,Triple jump,14.17,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Female,TH,THA,764.0,Parinya Chuaimaroeng,14.17
6483,Shot put,18.24,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Female,TH,THA,764.0,Juttaporn Krasaeyan,18.24
6484,Discus throw,61.97,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Female,TH,THA,764.0,Subenrat Insaeng,61.97
6485,Hammer throw,62.49,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Female,TH,THA,764.0,Mingkamon Koomphon,62.49
6486,Javelin throw,61.4,Thailand,Asia,https://en.wikipedia.org/wiki/List_of_Thai_records_in_athletics,TH,15.870032,100.992541,Female,TH,THA,764.0,Buoban Phamang,61.4
6487,100 m,10.3,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Male,TG,TGO,768.0,Franck Amégnigan,10.3
6488,200 m,20.87,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Male,TG,TGO,768.0,Casimir Kossi Akoto,20.87
6489,400 m,46.92,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Male,TG,TGO,768.0,Casimir Kossi Akoto,46.92
6490,800 m,01:52.1,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Male,TG,TGO,768.0,Roger Kangni,112.1
6491,1500 m,03:55.0,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Male,TG,TGO,768.0,Roger Kangni,235.0
6492,3000 m,08:35.2,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Male,TG,TGO,768.0,Yawo Kloutse,515.2
6493,5000 m,14:41.8,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Male,TG,TGO,768.0,Malaba Tchendo,881.8
6494,10000 m,30:13.8,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Male,TG,TGO,768.0,Kama Pakoula Lekadé,1813.8
6495,Half marathon,1:06:25,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Male,TG,TGO,768.0,Clement Lamboni,3985.0
6496,Marathon,2:30:17,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Male,TG,TGO,768.0,Outcha Améwouho,9017.0
6497,110 m hurdles,15.03,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Male,TG,TGO,768.0,Lamboni Lankantien,15.03
6498,400 m hurdles,53.27,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Male,TG,TGO,768.0,Lamboni Lankantien,53.27
6499,3000 m steeplechase,09:05.6,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Male,TG,TGO,768.0,Malaba Tchendo,545.6
6500,High jump,2.05,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Male,TG,TGO,768.0,Komlan Amégan,2.05
6501,Pole vault,5.2,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Male,TG,TGO,768.0,Amdaniou Traoré,5.2
6502,Long jump,8,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Male,TG,TGO,768.0,Georges Téko Folligan,8.0
6503,Triple jump,16.18,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Male,TG,TGO,768.0,Didier Akotia Tchalla,16.18
6504,Shot put,17.98,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Male,TG,TGO,768.0,Yao Adantor,17.98
6505,Discus throw,52.72,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Male,TG,TGO,768.0,Essohounamondom Tchalim,52.72
6506,Hammer throw,37.83,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Male,TG,TGO,768.0,Yao Adantor,37.83
6507,Javelin throw,64.9,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Male,TG,TGO,768.0,Kambor Agourou,64.9
6508,100 m,12.01,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Female,TG,TGO,768.0,Sandrine Thiébaud-Kangni,12.01
6509,200 m,24.49,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Female,TG,TGO,768.0,Sandrine Thiébaud-Kangni,24.49
6510,400 m,52.5,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Female,TG,TGO,768.0,Sandrine Thiébaud-Kangni,52.5
6511,800 m,02:07.3,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Female,TG,TGO,768.0,Sandrine Thiébaud-Kangni,127.3
6512,1500 m,04:36.1,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Female,TG,TGO,768.0,Direma Banasso,276.1
6513,3000 m,10:44.0,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Female,TG,TGO,768.0,N'na Kpaba,644.0
6514,5000 m,17:10.0,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Female,TG,TGO,768.0,Atchadé Abla,1030.0
6515,10000 m,40:45.2,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Female,TG,TGO,768.0,Hélène Banasso,2445.2
6516,100 m hurdles,14.33,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Female,TG,TGO,768.0,Gertrude Lossou,14.33
6517,400 m hurdles,01:01.1,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Female,TG,TGO,768.0,Sandrine Thiébaud-Kangni,61.1
6518,High jump,1.66,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Female,TG,TGO,768.0,Wesou Telou,1.66
6519,Long jump,6.42,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Female,TG,TGO,768.0,Désirée Agblami,6.42
6520,Triple jump,13.18,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Female,TG,TGO,768.0,Edwige Néglokpé,13.18
6521,Shot put,15.74,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Female,TG,TGO,768.0,Alifatou Djibril,15.74
6522,Discus throw,56.16,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Female,TG,TGO,768.0,Alifatou Djibril,56.16
6523,Hammer throw,62.75,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Female,TG,TGO,768.0,Florence Ezeh,62.75
6524,Javelin throw,43.68,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Female,TG,TGO,768.0,Princesse Tchangai,43.68
6525,4 × 100 m relay,46.92,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Female,TG,TGO,768.0,Togo,46.92
6526,4 × 400 m relay,04:01.3,Togo,Africa,https://en.wikipedia.org/wiki/List_of_Togolese_records_in_athletics,TG,8.619543,0.824782,Female,TG,TGO,768.0,Togo,241.3
6527,100 m,10.56,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Male,TO,TON,776.0,Toluta'u Koula,10.56
6528,200 m,21.71,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Male,TO,TON,776.0,Peni'akau Loloa,21.71
6529,400 m,48.31,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Male,TO,TON,776.0,Henele Taliai,48.31
6530,800 m,01:56.8,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Male,TO,TON,776.0,Henele Taliai,116.8
6531,1500 m,04:03.1,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Male,TO,TON,776.0,Tui'ese Ngaluafe,243.1
6532,3000 m,09:02.0,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Male,TO,TON,776.0,Atui Ngalu,542.0
6533,5000 m,17:07.6,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Male,TO,TON,776.0,Peau'afi Houkinima,1027.6
6534,10000 m,37:33.6,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Male,TO,TON,776.0,Peau'afi Houkinima,2253.6
6535,Marathon,2:58:51,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Male,TO,TON,776.0,Matthew Kaea,10731.0
6536,110 m hurdles,14.49,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Male,TO,TON,776.0,Sanitesi Latu,14.49
6537,400 m hurdles,52.02,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Male,TO,TON,776.0,Paea Kokohu,52.02
6538,3000 m steeplechase,10:32.0,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Male,TO,TON,776.0,Paeu'afi Haukinima,632.0
6539,High jump,2.01,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Male,TO,TON,776.0,Kumimo'ui ‘Uhila,2.01
6540,Pole vault,4.9,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Male,TO,TON,776.0,'Aisea Tukutau,4.9
6541,Long jump,7.27,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Male,TO,TON,776.0,Tokaikolo Latapu,7.27
6542,Triple jump,14.18,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Male,TO,TON,776.0,Viliame Vaki,14.18
6543,Shot put,19.03,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Male,TO,TON,776.0,Joshua Uikilifi,19.03
6544,Discus throw,56.42,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Male,TO,TON,776.0,Tevita Puloka,56.42
6545,Hammer throw,59.78,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Male,TO,TON,776.0,Sanitesi Mataele,59.78
6546,Javelin throw,59.03,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Male,TO,TON,776.0,Homelo Vi,59.03
6547,100 m,12.19,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Female,TO,TON,776.0,Latai Sikuvea,12.19
6548,200 m,24.51,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Female,TO,TON,776.0,Latai Sikuvea,24.51
6549,400 m,57.98,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Female,TO,TON,776.0,Vasa Tulahe,57.98
6550,800 m,02:14.1,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Female,TO,TON,776.0,Vasa Tulahe,134.1
6551,1500 m,04:40.3,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Female,TO,TON,776.0,Vasa Tulahe,280.3
6552,3000 m,10:47.2,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Female,TO,TON,776.0,Vasa Tulahe,647.2
6553,5000 m,19:34.1,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Female,TO,TON,776.0,Vasa Tulahe,1174.1
6554,10000 m,38:08.4,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Female,TO,TON,776.0,Pauline Vea†,2288.4
6555,Marathon,5:09:41,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Female,TO,TON,776.0,Falamoe Fau’ese Weber,18581.0
6556,100 m hurdles,14.35,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Female,TO,TON,776.0,Siulolo Liku,14.35
6557,400 m hurdles,01:07.7,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Female,TO,TON,776.0,Lata Manoa,67.7
6558,High jump,1.8,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Female,TO,TON,776.0,Melesia Mafile'o,1.8
6559,Pole vault,2.5,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Female,TO,TON,776.0,Melesia Mafile'o,2.5
6560,Long jump,6.23,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Female,TO,TON,776.0,Siulolo Liku,6.23
6561,Triple jump,12.57,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Female,TO,TON,776.0,Melesia Mafile'o,12.57
6562,Shot put,18.03,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Female,TO,TON,776.0,Ana Po'uhila,18.03
6563,Discus throw,53.82,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Female,TO,TON,776.0,Melehifo Uhi,53.82
6564,Hammer throw,53.53,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Female,TO,TON,776.0,Ana Po'uhila,53.53
6565,Javelin throw,45.25,Tonga,Oceania,https://en.wikipedia.org/wiki/List_of_Tongan_records_in_athletics,TO,-21.178986,-175.198242,Female,TO,TON,776.0,Ana Po'uhila,45.25
6566,100 m,9.82,Trinidad and Tobago,Americas,https://en.wikipedia.org/wiki/List_of_Trinidad_and_Tobago_records_in_athletics,TT,10.691803,-61.222503,Male,TT,TTO,780.0,Richard Thompson,9.82
