,Event,Record,Country,Continent,URL,id,latitude,longitude,genero,Alpha-2 code,Alpha-3 code,Numeric,Athlete,Records
4659,100 m,10.7,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Male,NC,NCL,540.0,Paul Zongo,10.7
4660,200 m,21.7,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Male,NC,NCL,540.0,Joseph Wéjièmé,21.7
4661,400 m,49.11,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Male,NC,NCL,540.0,Fréderic Erin,49.11
4662,800 m,01:49.8,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Male,NC,NCL,540.0,Adrien Kela,109.8
4663,1500 m,03:50.3,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Male,NC,NCL,540.0,Alain Lazare,230.3
4664,3000 m,08:13.2,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Male,NC,NCL,540.0,Alain Lazare,493.2
4665,5000 m,14:09.2,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Male,NC,NCL,540.0,Alain Lazare,849.2
4666,10000 m,29:13.0,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Male,NC,NCL,540.0,Alain Lazare,1753.0
4667,Half marathon,1:02:44,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Male,NC,NCL,540.0,Alain Lazare,3764.0
4668,Marathon,2:11:59,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Male,NC,NCL,540.0,Alain Lazare,7919.0
4669,110 m hurdles,14.86,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Male,NC,NCL,540.0,Albert Chambonnier,14.86
4670,400 m hurdles,53.03,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Male,NC,NCL,540.0,Edmond Humuni,53.03
4671,3000 m steeplechase,08:54.1,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Male,NC,NCL,540.0,Alain Lazare,534.1
4672,High jump,2.21,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Male,NC,NCL,540.0,Paul Poaniewa,2.21
4673,Pole vault,5.3,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Male,NC,NCL,540.0,Eric Reuillard,5.3
4674,Long jump,8.12,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Male,NC,NCL,540.0,Frédéric Erin,8.12
4675,Triple jump,16.13,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Male,NC,NCL,540.0,Yannick Talon,16.13
4676,Shot put,18.52,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Male,NC,NCL,540.0,Arnjolt Beer,18.52
4677,Discus throw,62.13,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Male,NC,NCL,540.0,Bertrand Vili,62.13
4678,Hammer throw,63,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Male,NC,NCL,540.0,Pierre-Chanel Sao,63.0
4679,Javelin throw,79.05,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Male,NC,NCL,540.0,Joachim Keiteau,79.05
4680,4 × 100 m relay,41.07,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Male,NC,NCL,540.0,New CaledoniaChristophe SimoninRemy ChenuRudy BrizardJean Fantozzi,41.07
4681,4 × 400 m relay,03:20.4,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Male,NC,NCL,540.0,New CaledoniaAlain JulienYannick BlancPhilippe BergerDaniel Dumain,200.4
4682,100 m,12.04,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Female,NC,NCL,540.0,Ghislaine Saint Prix,12.04
4683,200 m,24.6,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Female,NC,NCL,540.0,Brigitte Hardel,24.6
4684,400 m,54.65,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Female,NC,NCL,540.0,Brigitte Hardel,54.65
4685,800 m,02:13.6,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Female,NC,NCL,540.0,Nadie Bernard-Prasad,133.6
4686,1500 m,04:26.6,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Female,NC,NCL,540.0,Nadie Bernard-Prasad,266.6
4687,3000 m,09:09.4,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Female,NC,NCL,540.0,Nadie Bernard-Prasad,549.4
4688,5000 m,17:44.2,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Female,NC,NCL,540.0,Nadie Bernard-Prasad,1064.2
4689,10000 m,32:25.0,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Female,NC,NCL,540.0,Nadie Bernard-Prasad,1945.0
4690,Half marathon,1:09:05,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Female,NC,NCL,540.0,Nadie Bernard-Prasad,4145.0
4691,Marathon,2:29:48,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Female,NC,NCL,540.0,Nadie Bernard-Prasad,8988.0
4692,100 m hurdles,14.44,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Female,NC,NCL,540.0,Lucie Turpin,14.44
4693,400 m hurdles,01:01.0,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Female,NC,NCL,540.0,Brigitte Hardel,61.0
4694,3000 m steeplechase,11:54.0,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Female,NC,NCL,540.0,Isabelle Oblet,714.0
4695,High jump,1.76,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Female,NC,NCL,540.0,Laurence Upigit,1.76
4696,Pole vault,4,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Female,NC,NCL,540.0,Pascale Gacon,4.0
4697,Long jump,6.24,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Female,NC,NCL,540.0,Brigitte Hardel,6.24
4698,Triple jump,12.95,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Female,NC,NCL,540.0,Laurence Upigit,12.95
4699,Shot put,14.41,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Female,NC,NCL,540.0,Marie-Rose Tuitagata,14.41
4700,Discus throw,52.42,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Female,NC,NCL,540.0,Marie-Christine Fakaté,52.42
4701,Hammer throw,54.08,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Female,NC,NCL,540.0,Elise Takosi,54.08
4702,Javelin throw,57.32,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Female,NC,NCL,540.0,Linda Selui,57.32
4703,4 × 100 m relay,47.32,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Female,NC,NCL,540.0,New CaledoniaLaure UedreCorinne MartinBrigitte HardelGhislaine Saint Prix,47.32
4704,4 × 400 m relay,03:52.6,New Caledonia,Oceania,https://en.wikipedia.org/wiki/List_of_New_Caledonian_records_in_athletics,NC,-20.904305,165.618042,Female,NC,NCL,540.0,New CaledoniaCatherine UedrePatricia RoubyVéronique BeckerBrigitte Hardel,232.6
4705,100 m,10.08,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Male,NZ,NZL,554.0,Eddie Osei-Nketia,10.08
4706,200 m,20.37,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Male,NZ,NZL,554.0,Joseph Millar,20.37
4707,400 m,46.09,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Male,NZ,NZL,554.0,Shaun Farrell,46.09
4708,800 m,01:44.3,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Male,NZ,NZL,554.0,Peter Snell,104.3
4709,1500 m,03:29.7,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Male,NZ,NZL,554.0,Nick Willis,209.7
4710,3000 m,07:36.9,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Male,NZ,NZL,554.0,Nick Willis,456.9
4711,5000 m,13:10.2,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Male,NZ,NZL,554.0,Adrian Blincoe,790.2
4712,10000 m,27:30.9,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Male,NZ,NZL,554.0,Jake Robertson,1650.9
4713,Half marathon,0:59:47,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Male,NZ,NZL,554.0,Zane Robertson,3587.0
4714,Marathon,2:08:19,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Male,NZ,NZL,554.0,Zane Robertson,7699.0
4715,110 m hurdles,13.69,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Male,NZ,NZL,554.0,Joshua Hawkins,13.69
4716,400 m hurdles,49.33,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Male,NZ,NZL,554.0,Cameron French,49.33
4717,3000 m steeplechase,08:14.1,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Male,NZ,NZL,554.0,Peter Renner,494.1
4718,High jump,2.31,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Male,NZ,NZL,554.0,Hamish Kerr,2.31
4719,Pole vault,5.51,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Male,NZ,NZL,554.0,Paul Gibbons,5.51
4720,Long jump,8.05,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Male,NZ,NZL,554.0,Bob Thomas,8.05
4721,Triple jump,16.22,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Male,NZ,NZL,554.0,Phil Wood,16.22
4722,Shot put,22.9,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Male,NZ,NZL,554.0,Tom Walsh,22.9
4723,Discus throw,65.03,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Male,NZ,NZL,554.0,Ian Winchester,65.03
4724,Hammer throw,73.1,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Male,NZ,NZL,554.0,Angus Cooper,73.1
4725,Javelin throw,88.2,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Male,NZ,NZL,554.0,Gavin Lovegrove,88.2
4726,4 × 100 m relay,38.99,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Male,NZ,NZL,554.0,New ZealandDallas RobertsDavid FalealiliJames DolphinChris Donaldson,38.99
4727,4 × 400 m relay,03:05.8,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Male,NZ,NZL,554.0,New ZealandShaun FarrellNick CowanDarren DaleMark Keddell,185.8
4728,100 m,11.08,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Female,NZ,NZL,554.0,Zoe Hobbs,11.08
4729,200 m,22.9,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Female,NZ,NZL,554.0,Monique Williams,22.9
4730,400 m,51.6,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Female,NZ,NZL,554.0,Kim Robertson,51.6
4731,800 m,01:58.3,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Female,NZ,NZL,554.0,Toni Hodgkinson,118.3
4732,1500 m,04:04.8,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Female,NZ,NZL,554.0,Nikki Hamblin,244.8
4733,3000 m,08:35.3,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Female,NZ,NZL,554.0,Kim Smith,515.3
4734,5000 m,14:45.9,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Female,NZ,NZL,554.0,Kim Smith,885.9
4735,10000 m,30:35.5,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Female,NZ,NZL,554.0,Kim Smith,1835.5
4736,Half marathon,1:07:11,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Female,NZ,NZL,554.0,Kim Smith,4031.0
4737,Marathon,2:25:21,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Female,NZ,NZL,554.0,Kim Smith,8721.0
4738,100 m hurdles,13.1,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Female,NZ,NZL,554.0,Andrea Miller,13.1
4739,400 m hurdles,55.44,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Female,NZ,NZL,554.0,Portia Bing,55.44
4740,3000 m steeplechase,09:32.5,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Female,NZ,NZL,554.0,Kate McIlroy,572.5
4741,High jump,1.92,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Female,NZ,NZL,554.0,Tania Dixon,1.92
4742,Pole vault,4.94,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Female,NZ,NZL,554.0,Eliza McCartney,4.94
4743,Long jump,6.68,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Female,NZ,NZL,554.0,Chantal Brunner,6.68
4744,Triple jump,13.91,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Female,NZ,NZL,554.0,Nneka Okpala,13.91
4745,Shot put,21.24,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Female,NZ,NZL,554.0,Valerie Adams,21.24
4746,Discus throw,68.52,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Female,NZ,NZL,554.0,Beatrice Faumuina,68.52
4747,Hammer throw,74.61,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Female,NZ,NZL,554.0,Lauren Bruce,74.61
4748,Javelin throw,62.4,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Female,NZ,NZL,554.0,Tori Peeters,62.4
4749,4 × 100 m relay,43.79,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Female,NZ,NZL,554.0,New ZealandAnna PercyZoe HobbsGeorgia HullsLivvy Wilson,43.79
4750,4 × 400 m relay,03:34.6,New Zealand,Oceania,https://en.wikipedia.org/wiki/List_of_New_Zealand_records_in_athletics,NZ,-40.900557,174.885971,Female,NZ,NZL,554.0,New ZealandPortia BingZoe BallantyneBrooke CullLouise Jones,214.6
4751,100 m,10.7,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Male,NI,NIC,558.0,Roberto Guillén,10.7
4752,200 m,21.73,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Male,NI,NIC,558.0,Daniel Alemán,21.73
4753,400 m,48.6,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Male,NI,NIC,558.0,Carlos Aguirre,48.6
4754,800 m,01:49.1,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Male,NI,NIC,558.0,Edgard Cortez,109.1
4755,1500 m,03:49.6,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Male,NI,NIC,558.0,Eric Rodriguez,229.6
4756,3000 m,08:43.4,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Male,NI,NIC,558.0,Hugo Vásquez Tapia,523.4
4757,5000 m,14:46.5,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Male,NI,NIC,558.0,William Aguirre,886.5
4758,10000 m,30:25.2,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Male,NI,NIC,558.0,William Aguirre,1825.2
4759,Marathon,2:20:39,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Male,NI,NIC,558.0,William Aguirre,8439.0
4760,110 m hurdles,15.7,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Male,NI,NIC,558.0,Miguel Quesada,15.7
4761,400 m hurdles,54.74,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Male,NI,NIC,558.0,Lenin Vanegas,54.74
4762,3000 m steeplechase,09:03.0,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Male,NI,NIC,558.0,Alvaro Vásquez,543.0
4763,High jump,1.98,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Male,NI,NIC,558.0,Francisco Garth,1.98
4764,Pole vault,4,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Male,NI,NIC,558.0,Julio Flores,4.0
4765,Long jump,7.46,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Male,NI,NIC,558.0,Becker Jarquín,7.46
4766,Triple jump,15.36,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Male,NI,NIC,558.0,Angel Suarez,15.36
4767,Shot put,15.13,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Male,NI,NIC,558.0,Iván Turcios,15.13
4768,Discus throw,48.63,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Male,NI,NIC,558.0,Armando Mejia,48.63
4769,Hammer throw,56.39,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Male,NI,NIC,558.0,Carlos Arteaga,56.39
4770,Javelin throw,71.62,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Male,NI,NIC,558.0,Rigoberto José Calderon,71.62
4771,100 m,12.15,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Female,NI,NIC,558.0,Auxiliadora Lacayo,12.15
4772,200 m,24.93,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Female,NI,NIC,558.0,Marisol Garcia,24.93
4773,400 m,55.89,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Female,NI,NIC,558.0,Xiomara Larios,55.89
4774,800 m,02:07.1,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Female,NI,NIC,558.0,Xiomara Larios,127.1
4775,1500 m,04:46.1,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Female,NI,NIC,558.0,Xiomara Larios,286.1
4776,3000 m,10:30.1,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Female,NI,NIC,558.0,Reyna Obando,630.1
4777,5000 m,18:01.7,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Female,NI,NIC,558.0,Aldy Villalobos,1081.7
4778,10000 m,39:31.3,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Female,NI,NIC,558.0,Yelka Mairena,2371.3
4779,Marathon,3:07:13,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Female,NI,NIC,558.0,Yelka Mairena,11233.0
4780,100 m hurdles,14.75,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Female,NI,NIC,558.0,Ariana Rivera,14.75
4781,400 m hurdles,01:02.7,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Female,NI,NIC,558.0,Jessica Aguilera,62.7
4782,3000 m steeplechase,11:41.0,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Female,NI,NIC,558.0,Yelka Mairena,701.0
4783,High jump,1.69,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Female,NI,NIC,558.0,Lilian Green,1.69
4784,Pole vault,2.8,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Female,NI,NIC,558.0,Ana Granados,2.8
4785,Long jump,5.44,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Female,NI,NIC,558.0,Ana Patricia Traña,5.44
4786,Triple jump,11.95,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Female,NI,NIC,558.0,Ana Patricia Traña,11.95
4787,Shot put,13.73,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Female,NI,NIC,558.0,Dalila Rugama,13.73
4788,Discus throw,48.4,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Female,NI,NIC,558.0,Dalila Rugama,48.4
4789,Hammer throw,44.63,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Female,NI,NIC,558.0,Marisol Zeledón,44.63
4790,Javelin throw,55.28,Nicaragua,Americas,https://en.wikipedia.org/wiki/List_of_Nicaraguan_records_in_athletics,NI,12.865416,-85.207229,Female,NI,NIC,558.0,Dalila Rugama,55.28
4791,100 m,10.52,Niger,Africa,https://en.wikipedia.org/wiki/List_of_Nigerien_records_in_athletics,NE,17.607789,8.081666,Male,NE,NER,562.0,Yacouba Bello,10.52
